date,household_id,num_occupants,avg_temperature_c,appliance_usage_hours,ac_usage_hours,heater_usage_hours,solar_generation_kwh,humidity_pct,weekday,electricity_price,peak_hour_usage,energy_consumption_kwh
2024-01-01,H4,3,34.16833974534194,3.0675175413418794,8.88396239185806,3.1490013376137833,2.2670548965161275,34.05940635582709,Weekend,7.671870466804295,2.2331723743057026,44.48605110332539
2024-01-02,H5,4,?,1.0362248337222273,2.6415360048588097,3.9022480403262163,7.169378865991671,74.91809672816574,Weekend,7.034066884169704,2.5848852455860634,23.98516961854523
2024-01-03,H1,5,17.425796655378125,11.727061495263113,0.6419329745327762,0.4483965427284007,5.422962599722851,83.93562243488115,Weekend,4.22493590432964,0.14704484841280563,5.194557173531535
2024-01-04,H2,5,10.323153703295622,?,1.4216792111086352,1.8567829949347479,18.16304336237473,75.64759581501178,Weekday,3.328546232231245,3.68632130569214,35.585543822857844
2024-01-05,H4,3,17.407614606765094,12.564465430297409,2.758373663150283,6.817475753713898,9.958926251823339,32.74695845551902,Weekend,6.351270180286298,3.9790842264866666,31.829892536828748
2024-01-06,H1,2,?,3.600289904754396,5.720872205406614,4.947303707108686,19.400174913239596,33.077266190087556,Weekday,8.847748592403562,4.134387143752427,27.68512782544558
2024-01-07,H1,3,28.47290071259423,11.675079753126653,?,5.1823034252225675,19.6233951175363,63.99817095590371,Weekend,?,1.2933090262103608,46.8866070410606
2024-01-08,H2,1,17.858005038143098,3.6488932128912257,1.8376127923259877,4.329594708296658,6.397032816944042,20.954154113596022,Weekday,4.306351449414051,4.416039081954138,31.24780715837178
2024-01-09,H5,4,25.728277148536982,5.763171881915419,9.490724413889422,4.633928371338116,0.6982685147543166,26.527785447829242,Weekend,9.898767406719525,?,23.893456831708004
2024-01-10,H5,4,21.407657866224987,9.520324893567567,9.52346530892539,2.1783801877152245,0.0689303149096876,63.427164742128724,Weekend,?,3.3493778258960063,34.962318952451284
2024-01-11,H2,3,11.082690703949309,10.657134519770878,1.0712321396085622,3.946800217059466,7.7220935075152415,49.94707345586487,Weekend,3.3494513187071067,3.64114063166883,38.554455561203234
2024-01-12,H3,1,35.308194778997716,6.433363926270803,6.298827878307927,0.08597134060202816,6.342605815140107,32.78378913577446,Weekday,9.668088168061791,0.8168103072408833,16.126145530708413
2024-01-13,H5,1,23.4989914242868,4.771565417462146,2.6759477260710005,3.702598405582984,6.796988589306494,64.57207096041577,Weekend,3.364799696743976,0.11150418908491722,9.369584433213358
2024-01-14,H3,1,39.294429436306295,14.21962558650098,0.7562298429096603,4.259928395161421,4.659824038871056,40.26642742020836,Weekend,8.181617606356543,3.219687367036908,49.48551834282492
2024-01-15,?,1,11.723417135582823,5.262255541927051,3.1409649886670152,6.60701103449435,?,80.39188649805959,Weekend,9.980687856429252,1.253025776239714,45.05829096520066
2024-01-16,H4,3,14.892682557120182,9.1834130744372,6.596674720527186,0.7626189369929275,14.664445787866518,62.464099713080024,Weekday,5.391323878105313,3.4984417785850392,39.14148940766919
2024-01-17,H5,5,15.477828580315142,6.943772451818453,0.869677232054541,3.081146401807044,7.211496758031924,52.29290736288229,Weekday,9.745182913355588,4.596611981090719,41.60083013158055
2024-01-18,H3,1,26.23877738392679,5.795804139920689,5.674008647037655,2.1729573453893316,18.064440672412516,60.139081868696735,Weekend,5.250872763576696,3.9025259869638007,33.268112025658674
2024-01-19,H5,5,18.180965962078794,6.838687398471309,5.152936554673269,1.921079241649192,12.01930919706254,76.56284698712972,Weekend,8.920562190746303,1.9907263776725799,39.552335174289894
2024-01-20,H3,2,24.798048073891383,11.651749488988488,2.837435424239999,7.759575352658355,2.2002575254448486,87.00883560250156,Weekday,5.176169922454837,1.1527827636432968,26.56083180057508
2024-01-21,H5,3,32.018289571991836,13.075693223583462,4.1841219921899935,3.391466075356954,?,38.17423004036398,Weekday,6.572090631296418,2.4103982285574514,24.597895499704183
2024-01-22,H2,2,15.54266246652313,8.220519019743561,5.025730843988885,2.4992503277909766,1.1361910258727037,48.09414762033545,Weekend,5.505141707609431,1.0154644249983051,7.0348140480855506
2024-01-23,H2,3,37.62092031715006,5.078875272783983,5.527105458120484,2.9102709943300313,3.678546461518044,81.95983398556179,Weekend,9.642725432506069,0.08819282885133783,9.377689512986624
2024-01-24,H1,?,29.80188924069178,4.0112557983607875,3.9584866114377837,5.0374544935808165,8.900989953597005,38.80675001732273,Weekday,3.8132616400789106,1.357548728376441,13.660216496810758
?,H2,2,30.702260825156316,14.413961438795361,7.078048800126961,4.465122646407039,3.5894350321965995,67.09341455438945,Weekend,4.027275657297433,4.933286635789503,6.38616702722932
2024-01-26,H2,4,15.0425898801615,14.969224504050763,8.713609812218088,1.3777495129542023,15.845989279219271,46.431575866748936,Weekend,7.713468368000374,1.1127437270691176,8.023822229913904
2024-01-27,H2,2,30.572607563650383,8.697064314456298,6.8662504302813865,5.523202367212229,2.5685809660726067,29.260307448736064,Weekend,4.918295637904091,3.9523693925108745,37.87808438527659
2024-01-28,?,2,28.05413080394273,11.46334884304306,9.392000442118217,6.749590383666806,8.37964760850386,25.44098177794747,Weekday,8.08378023950805,4.48760502967604,38.963288896202336
2024-01-29,H1,3,29.648834327902165,11.304790412158429,0.08124120374566335,1.3220379972107112,?,69.26617419281799,Weekend,3.7785472325560736,0.6016164195654117,39.92104248496226
2024-01-30,H5,5,25.530821357790664,5.198681852879701,3.6374001381087373,4.97952349433651,15.903542376819884,55.154381734716324,Weekday,9.268209926778436,2.571125616102118,35.060708372843976
2024-01-31,H2,2,12.08453557741299,?,6.575234581574675,7.638132624570512,?,78.63558261246479,Weekend,8.034613872246444,1.604493940099327,?
2024-02-01,H1,1,24.21511318568603,5.790733656688849,4.532718590619467,1.21175491652005,12.674033466646016,65.70460769606701,Weekend,?,0.3066148070578417,?
2024-02-02,H1,3,24.54231353893264,12.106379297041054,7.690959886518936,5.332764065588832,15.780587174590291,23.021473521170087,Weekend,3.656462455438497,3.3625507945413062,5.601923925379009
2024-02-03,H4,2,28.53695346194272,7.635319475335219,9.753392450721888,2.866582809462443,6.164242117975642,31.00174538028444,Weekend,3.713275896070698,4.165231873146603,9.7484660240749
2024-02-04,H3,3,13.021637806158914,4.596509264803608,3.3884091008420034,6.847666027751656,1.9498114645739983,84.6492899475282,Weekday,6.750268375654038,3.132573085415129,16.451658422239543
2024-02-05,H2,1,10.848085093058193,2.338842900682102,9.085085048442586,1.6566513746126148,17.601650236024362,64.46857587285385,Weekend,?,0.261484362365621,6.4452635550630175
2024-02-06,H1,1,12.039059130745402,2.480279129372123,?,6.512783903556828,18.171441367773788,60.69013365624211,Weekday,?,0.1602627451721378,15.306580166148084
2024-02-07,H4,4,21.27649641991635,4.680955542872368,4.890478129625632,7.380539405284693,11.827150171580023,34.65847405509324,Weekday,5.322316621436729,1.880310521956865,18.023655806080427
2024-02-08,H2,5,33.1850328653679,6.550348822750593,0.23370061486215898,2.9363177901881397,?,21.868786389332,Weekend,8.629059008256082,1.242619234789288,22.77225145403942
2024-02-09,H2,2,22.21391913352954,11.366693017377703,3.3212929618931053,4.122560850381767,13.137146346163867,85.57938404758939,Weekend,8.195816736325817,2.816721783797569,6.056381057045167
2024-02-10,H4,1,38.04863872330973,?,6.334900736109203,0.3609106217951066,17.645266835130617,52.12775743464747,Weekday,5.813070323911097,4.060698698072525,21.957910347786232
2024-02-11,H5,5,25.980318204507654,7.9377564892173424,6.734143696447468,0.09513067785765994,4.790228333249864,83.60495089191676,?,8.354688660342802,1.6950571420544187,42.733568382067034
